33, 13, 0
8, 7, 2
9, 12, 1
226, 0, 0
10, 5, 2
49, 11, 1
115, 10, 0
14, 19, 2
77, 8, 1
95, 12, 0
94, 8, 1
191, 7, 0
98, 3, 1
149, 3, 2
56, 9, 2
73, 7, 0
156, 9, 1
70, 16, 2
121, 19, 1
114, 15, 0
227, 10, 2
156, 13, 0
176, 10, 2
80, 15, 0
139, 11, 1
180, 17, 0
77, 0, 0
80, 4, 2
32, 6, 0
79, 17, 2
57, 7, 1
145, 12, 1
188, 5, 0
310, 19, 0
52, 14, 0
57, 14, 1
110, 19, 1
46, 6, 1
60, 13, 0
159, 17, 0
215, 11, 0
144, 7, 1
101, 16, 0
160, 7, 2
20, 3, 2
68, 14, 1
60, 3, 0
48, 14, 0
202, 4, 1
108, 13, 1
299, 16, 2
12, 14, 1
127, 7, 1
2, 6, 2
129, 6, 1
149, 18, 1
26, 10, 2
132, 19, 1
22, 19, 1
24, 2, 1
405, 3, 0
114, 5, 1
103, 18, 1
145, 0, 0
25, 17, 0
371, 16, 2
167, 11, 0
64, 12, 2
11, 12, 0
70, 5, 0
141, 16, 2
204, 2, 2
15, 3, 0
43, 5, 1
112, 1, 2
101, 9, 0
13, 15, 1
164, 13, 2
39, 9, 1
223, 4, 0
122, 8, 2
7, 6, 1
135, 7, 2
34, 5, 0
194, 10, 0
138, 3, 2
81, 19, 2
168, 11, 2
121, 6, 2
186, 2, 2
95, 7, 2
190, 3, 0
30, 3, 0
51, 5, 2
156, 14, 0
159, 12, 0
167, 19, 2
86, 13, 0
187, 18, 2
36, 16, 1

