Result Log:


Problem instance: config/100Shapes.txt
Random number generator seed: 1508722208255
Parameters:
	parentSelectionTournamentSize: 4
	solFilePath: ./sol/1d/100Shapes/config1.txt
	convergenceCriterion: 15
	parentSelectionMethod: kTournament
	fitnessEvals: 10000
	logWriter: java.io.PrintWriter@35d176f7
	showConfig: true
	selfAdaptiveMutationRate: false
	survivalStrategy: Plus
	solWriter: java.io.PrintWriter@1dfe2924
	survivorSelectionTournamentSize: 4
	numChildren: 25
	mutationRate: 0.25
	searchType: EvolutionarySearch
	survivorSelectionMethod: kTournament
	penaltyCoefficient: 0.33
	seedSpecified: false
	showShapes: true
	parentsPerChild: 5
	logFilePath: ./log/1d/100Shapes/config1.txt
	numCrossoverPoints: 1
	populationSize: 75
	multiaryOperator: nPointCrossover
	runs: 30
	constraintSatisfaction: repair

Run 0: 
75	2.9433406916850625E-5	0.04856512141280353	6.666666666666668E-4	0.05
100	2.9433406916850625E-5	0.04856512141280353	6.666666666666668E-4	0.05
125	1.177336276674025E-4	0.04856512141280353	6.666666666666668E-4	0.05
150	2.9433406916850625E-5	0.04856512141280353	6.666666666666668E-4	0.05
175	2.9433406916850625E-5	0.10816777041942605	6.666666666666668E-4	0.05
200	2.9433406916850625E-5	0.10816777041942605	6.666666666666668E-4	0.05
225	2.9433406916850625E-5	0.10816777041942605	6.666666666666668E-4	0.1
250	2.9433406916850625E-5	0.10816777041942605	6.666666666666668E-4	0.1
275	2.9433406916850625E-5	0.10816777041942605	6.666666666666668E-4	0.1
300	2.9433406916850625E-5	0.10816777041942605	6.666666666666668E-4	0.1
325	2.9433406916850625E-5	0.10816777041942605	6.666666666666668E-4	0.1
350	2.9433406916850625E-5	0.12141280353200883	6.666666666666668E-4	0.1
375	2.9433406916850625E-5	0.12141280353200883	6.666666666666668E-4	0.1
400	2.9433406916850625E-5	0.12141280353200883	6.666666666666668E-4	0.1
425	2.9433406916850625E-5	0.12141280353200883	6.666666666666668E-4	0.1
450	2.9433406916850625E-5	0.12141280353200883	6.666666666666668E-4	0.1
475	2.9433406916850625E-5	0.12141280353200883	6.666666666666668E-4	0.1
500	2.9433406916850625E-5	0.12141280353200883	6.666666666666668E-4	0.1
525	2.9433406916850625E-5	0.23399558498896247	6.666666666666668E-4	0.1
550	2.9433406916850625E-5	0.23399558498896247	6.666666666666668E-4	0.1
575	2.9433406916850625E-5	0.23399558498896247	6.666666666666668E-4	0.1
600	2.9433406916850625E-5	0.23399558498896247	6.666666666666668E-4	0.1
625	2.9433406916850625E-5	0.23399558498896247	6.666666666666668E-4	0.1
