6

152, 8, 2
97, 17, 1
94, 13, 2
66, 16, 0
76, 2, 2
14, 7, 1
139, 9, 1
207, 6, 1
186, 19, 1
47, 2, 2
97, 7, 0
145, 1, 2
38, 8, 1
49, 4, 1
122, 12, 1
217, 2, 1
149, 0, 1
86, 4, 1
124, 12, 1
113, 6, 1
157, 13, 1
54, 1, 2
10, 3, 2
10, 10, 0
70, 6, 0
53, 4, 2
101, 9, 0
176, 13, 0
77, 6, 1
74, 2, 1
338, 10, 0
12, 3, 1
111, 4, 2
106, 0, 2
81, 15, 1
161, 11, 2
106, 13, 0
22, 4, 0
161, 6, 2
39, 0, 1
26, 3, 1
128, 2, 0
225, 1, 1
117, 1, 1
74, 4, 2
213, 16, 1
70, 9, 0
111, 5, 1
19, 1, 0
57, 2, 1
108, 9, 1
167, 0, 2
171, 4, 0
2, 1, 2
20, 8, 1
41, 5, 0
150, 9, 1
95, 6, 1
12, 8, 1
25, 7, 2
92, 2, 1
68, 2, 0
69, 0, 1
22, 0, 0
124, 2, 1
194, 5, 1
121, 1, 0
221, 4, 0
213, 10, 2
66, 18, 0
179, 1, 0
93, 8, 1
112, 15, 0
135, 12, 0
31, 16, 2
181, 9, 2
129, 7, 1
206, 11, 0
131, 6, 2
205, 7, 2
24, 8, 0
16, 2, 2
33, 5, 0
314, 4, 2
151, 2, 1
9, 3, 0
87, 11, 0
100, 1, 0
87, 6, 1
44, 1, 1
50, 5, 0
169, 5, 0
82, 6, 0
67, 14, 2
58, 4, 0
36, 17, 2
124, 6, 2
136, 4, 1
3, 1, 0
140, 12, 0


147, 7, 0
82, 6, 0
56, 5, 2
139, 6, 1
124, 2, 2
31, 3, 0
189, 4, 1
40, 1, 0
96, 11, 2
37, 0, 0
64, 9, 0
200, 3, 1
100, 7, 1
166, 14, 2
148, 1, 0
89, 16, 0
83, 7, 1
216, 7, 0
149, 10, 2
115, 4, 1
146, 7, 2
222, 9, 0
154, 3, 2
203, 9, 2
8, 6, 2
37, 15, 1
120, 6, 2
34, 16, 0
118, 3, 1
73, 9, 2
54, 13, 1
138, 1, 2
23, 1, 1
48, 2, 2
130, 8, 0
126, 5, 0
93, 6, 0
131, 5, 2
29, 0, 1
117, 10, 2
151, 1, 2
90, 3, 2
62, 6, 2
226, 12, 0
50, 0, 2
50, 3, 2
24, 6, 2
27, 9, 1
19, 7, 1
6, 1, 1
160, 5, 2
157, 2, 0
165, 10, 1
36, 8, 1
107, 10, 1
29, 7, 2
36, 0, 0
17, 8, 2
146, 16, 0
4, 4, 1
51, 9, 0
187, 6, 0
135, 5, 2
71, 11, 0
107, 8, 2
123, 11, 1
138, 8, 2
107, 4, 0
93, 3, 2
73, 5, 2
163, 7, 0
