64

9, 9, 2
120, 2, 1
360, 14, 2
48, 13, 2
136, 2, 0
107, 17, 0
66, 9, 0
88, 19, 1
56, 0, 2
75, 1, 2
144, 3, 1
111, 2, 1
25, 2, 0
106, 4, 1
16, 0, 0
143, 1, 2
446, 10, 2
29, 6, 2
96, 8, 1
386, 17, 0
97, 4, 0
85, 3, 1
71, 4, 2
215, 17, 0
215, 12, 0
112, 3, 2
15, 8, 1
71, 18, 2
146, 5, 2
183, 2, 0
158, 11, 1
73, 8, 1
54, 0, 2
102, 5, 0
109, 7, 1
63, 14, 2
7, 11, 2
36, 5, 0
95, 6, 1
28, 1, 1
380, 19, 0
69, 3, 1
10, 5, 2
121, 8, 1
133, 0, 2
99, 10, 2
90, 9, 0
26, 4, 2
21, 8, 1
376, 8, 1
214, 9, 1
238, 6, 0
126, 3, 2
4, 5, 0
204, 15, 1
86, 10, 1
82, 6, 0
26, 13, 2
97, 13, 1
154, 2, 2
66, 2, 1
79, 6, 1
58, 0, 0
229, 11, 1
174, 9, 1
58, 5, 2
59, 7, 1
374, 3, 1
449, 16, 0
108, 1, 1
294, 8, 0
51, 6, 0
201, 11, 2
239, 18, 1
361, 6, 2
23, 11, 0
243, 2, 2
188, 10, 2
418, 0, 0
77, 9, 1
215, 6, 0
201, 2, 1
53, 10, 1
190, 16, 0
44, 9, 0
39, 2, 2
349, 13, 2
282, 8, 2
85, 7, 2
21, 6, 1
165, 14, 0
162, 1, 0
343, 6, 0
96, 3, 1
17, 7, 0
194, 0, 1
105, 0, 0
61, 12, 2
191, 8, 1
146, 0, 2


60, 12, 1
152, 10, 2
23, 7, 0
307, 0, 0
80, 18, 2
76, 10, 0
354, 2, 2
386, 8, 1
160, 19, 0
205, 0, 0
127, 8, 0
90, 0, 2
213, 2, 1
146, 6, 0
125, 5, 2
65, 13, 2
52, 3, 1
133, 8, 0
407, 18, 1
336, 4, 1
326, 5, 2
85, 13, 1
135, 3, 1
194, 17, 2
404, 11, 1
292, 6, 1
126, 3, 2
11, 18, 1
94, 5, 1
120, 2, 0
135, 7, 0
44, 5, 2
39, 3, 1
74, 2, 1
142, 12, 1
63, 14, 2
8, 0, 0
36, 5, 0
83, 1, 0
50, 0, 2
114, 12, 1
48, 5, 1
109, 3, 0
186, 3, 0
209, 6, 0
99, 10, 2
90, 9, 0
228, 8, 0
72, 11, 0
38, 9, 0
27, 3, 0
238, 6, 0
25, 6, 2
449, 12, 1
74, 7, 0
142, 5, 2
91, 11, 0
26, 13, 2
101, 6, 1
93, 1, 2
12, 2, 1
140, 3, 2
0, 3, 2
229, 11, 1
104, 9, 1
21, 3, 1
210, 3, 1
374, 3, 1
449, 16, 0
72, 2, 0
367, 9, 2
97, 7, 2
185, 10, 0
79, 5, 0
97, 0, 2
163, 5, 1
450, 3, 1
175, 11, 1
159, 13, 1
60, 16, 0
68, 3, 2
95, 12, 2
17, 10, 2
451, 2, 0
22, 14, 1
87, 6, 2
322, 9, 2
18, 1, 2
140, 6, 0
130, 16, 1
137, 5, 0
60, 2, 1
64, 2, 1
150, 1, 0
200, 4, 0
213, 9, 2
163, 10, 2
119, 11, 2
35, 6, 2
6, 5, 0


36, 7, 2
129, 15, 0
226, 5, 2
58, 15, 2
125, 5, 1
142, 4, 1
28, 9, 0
139, 5, 1
81, 13, 1
90, 4, 0
140, 0, 2
105, 14, 1
173, 1, 2
131, 3, 2
121, 12, 1
126, 7, 2
194, 6, 0
43, 3, 2
161, 5, 2
38, 6, 2
56, 4, 1
56, 3, 0
1, 7, 0
103, 19, 0
426, 9, 2
32, 5, 2
346, 5, 2
119, 8, 1
6, 3, 0
74, 6, 2
448, 8, 0
172, 8, 2
111, 1, 1
181, 2, 1
118, 1, 1
156, 7, 0
43, 11, 0
103, 1, 1
270, 5, 1
89, 3, 1
396, 16, 1
138, 7, 0
72, 8, 1
186, 3, 0
220, 6, 2
349, 14, 2
109, 8, 2
81, 5, 2
146, 4, 0
221, 16, 2
135, 9, 1
88, 5, 1
178, 0, 2
67, 14, 1
81, 6, 1
129, 9, 1
216, 9, 0
197, 12, 1
63, 5, 0
103, 4, 1
201, 4, 0
18, 4, 0
0, 3, 2
229, 11, 1
211, 9, 0
21, 3, 1
19, 8, 1
16, 12, 0
449, 16, 0
169, 1, 1
122, 9, 1
1, 4, 0
73, 2, 2
110, 1, 2
98, 1, 2
21, 4, 2
132, 0, 1
52, 5, 1
4, 10, 2
115, 12, 0
214, 5, 2
118, 12, 0
171, 9, 2
61, 8, 1
41, 11, 0
329, 10, 0
7, 1, 2
144, 7, 1
78, 7, 1
96, 8, 1
190, 10, 0
158, 12, 0
37, 2, 1
106, 7, 1
217, 0, 0
189, 0, 1
84, 14, 0
64, 1, 0
165, 13, 2
93, 1, 2


217, 6, 2
32, 4, 1
212, 9, 0
131, 0, 0
103, 7, 1
49, 0, 2
209, 4, 0
76, 4, 2
382, 12, 1
138, 7, 2
122, 2, 2
114, 7, 1
306, 14, 2
19, 10, 2
52, 5, 2
223, 13, 0
18, 5, 1
137, 17, 0
116, 6, 2
85, 9, 2
45, 4, 2
186, 1, 2
36, 18, 2
421, 8, 1
62, 6, 0
179, 3, 0
26, 6, 1
93, 14, 2
72, 2, 1
190, 7, 0
67, 5, 2
4, 4, 1
444, 6, 2
313, 6, 2
13, 8, 1
432, 7, 2
361, 11, 1
139, 9, 1
194, 8, 1
44, 1, 2
396, 16, 1
33, 18, 2
113, 13, 0
184, 5, 1
223, 2, 1
7, 15, 0
53, 4, 0
75, 5, 2
101, 5, 2
56, 14, 0
8, 7, 2
54, 2, 2
164, 17, 0
23, 15, 2
133, 8, 2
73, 6, 2
90, 11, 0
203, 18, 2
79, 0, 2
126, 6, 2
209, 9, 0
109, 2, 1
147, 11, 2
122, 13, 0
133, 14, 1
248, 2, 1
430, 1, 0
131, 13, 0
78, 10, 2
150, 14, 0
367, 9, 2
363, 2, 2
185, 10, 0
124, 18, 0
93, 3, 0
163, 5, 1
450, 3, 1
144, 4, 1
121, 7, 2
275, 15, 2
27, 6, 1
95, 12, 2
114, 5, 2
451, 2, 0
61, 13, 1
436, 4, 0
322, 9, 2
35, 1, 0
125, 9, 1
130, 16, 1
192, 7, 0
91, 7, 1
86, 4, 0
83, 3, 2
149, 0, 0
26, 8, 0
146, 8, 1
197, 7, 1
72, 6, 1
22, 12, 2


60, 12, 1
134, 17, 1
23, 7, 0
208, 4, 0
80, 18, 2
76, 10, 0
10, 7, 2
386, 8, 1
91, 4, 2
205, 0, 0
127, 8, 0
90, 0, 2
8, 10, 1
