9

47, 4, 0
68, 9, 1
22, 2, 1
106, 7, 1
92, 13, 0
31, 7, 2
21, 1, 2
8, 13, 1
13, 13, 0
40, 9, 0
53, 15, 2
54, 4, 2
105, 2, 0
143, 7, 0
21, 11, 2
13, 5, 2
70, 14, 1
50, 14, 2
11, 3, 0
8, 8, 1
29, 5, 0
27, 9, 2
3, 1, 1
52, 3, 1
59, 0, 1
46, 0, 1
36, 1, 1
54, 1, 2
125, 17, 0
30, 3, 1
6, 6, 0
49, 5, 1
62, 3, 0
65, 6, 0
11, 6, 0
36, 2, 2
17, 17, 2
14, 3, 1
3, 6, 2
38, 10, 0
19, 5, 0
74, 0, 1
162, 7, 0
66, 5, 2
96, 8, 1
37, 9, 2
67, 4, 1
5, 6, 0
86, 4, 0
50, 1, 2


52, 17, 0
177, 5, 0
40, 14, 0
21, 7, 0
56, 6, 0
35, 8, 2
58, 4, 1
55, 3, 2
89, 7, 0
104, 2, 1
90, 13, 1
145, 17, 2
28, 15, 0
25, 14, 0
122, 5, 1
65, 6, 1
39, 10, 1
17, 2, 1
28, 6, 1
8, 2, 1
117, 4, 2
2, 12, 2
101, 3, 2
18, 9, 0
31, 16, 2
78, 3, 0
34, 6, 2
63, 7, 2
32, 6, 2
13, 7, 1
64, 2, 2
72, 9, 2
46, 4, 0
12, 0, 0
62, 6, 2
33, 1, 2
19, 12, 2
66, 13, 1
29, 0, 0
50, 10, 2
37, 12, 0
9, 6, 0
23, 5, 2
43, 2, 1
60, 0, 0
24, 0, 2
45, 1, 2
66, 3, 0
81, 5, 0
4, 6, 0


0, 13, 1
41, 8, 1
60, 2, 0
4, 16, 0
74, 8, 0
63, 3, 1
61, 15, 1
55, 12, 2
2, 7, 2
6, 4, 1
63, 0, 1
22, 2, 0
105, 5, 2
143, 7, 0
86, 0, 2
7, 1, 0
51, 3, 0
51, 11, 1
4, 1, 2
20, 3, 1
65, 14, 2
36, 2, 2
51, 1, 2
42, 3, 0
4, 14, 0
60, 8, 0
15, 1, 0
52, 6, 1
53, 5, 1
57, 2, 1
102, 3, 0
15, 3, 0
89, 9, 2
3, 3, 1
27, 5, 2
67, 6, 0
67, 2, 2
56, 10, 1
52, 1, 0
101, 3, 0
83, 5, 2
26, 9, 1
94, 1, 1
35, 5, 2
19, 13, 2
5, 4, 1
57, 3, 1
21, 8, 1
4, 8, 1
14, 6, 1


78, 10, 0
61, 6, 0
35, 5, 0
112, 4, 1
95, 5, 1
0, 2, 1
89, 17, 2
115, 14, 0
22, 9, 0
88, 2, 1
135, 7, 0
